,Unnamed: 0,MC_frame,rmf_frame_index,Total_Score,XLs_adh,XLs_bs3dss,XLs_dmtmm,XLs_psi_adh,XLs_psi_bs3dss,XLs_psi_dmtmm,CR_sum,EV_sum,GaussianEMRestraint_None,GaussianEMRestraint_None_CCC,GaussianEMRestraint_sigma_None,traj,rmf3_file,XLs_sum,half,cluster,frame_RMF3
2329,9584,9584,7195,478.580015066408,2.1457515701008703,349.063166115683,33.2871339609199,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,23.4875397058952,108.39918110223101,0.34418771867524,1,run_6,run_6//output//rmfs//4.rmf3,342.907220813107,A,2,h1_run_6_9584.rmf3
2330,9168,9168,7869,478.582513105826,1.6470063254903897,347.3249648382799,30.3444942900028,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,24.1686537858922,108.041153286968,0.345264493926216,1,run_17,run_17//output//rmfs//1.rmf3,337.727634620177,A,2,h1_run_17_9168.rmf3
2334,9625,9625,2906,478.600956103751,1.81573208718483,350.334392198281,33.462428620587396,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,24.263110982530698,107.195963692986,0.34869665823913,1,run_37,run_37//output//rmfs//6.rmf3,344.02372207245696,A,2,h1_run_37_9625.rmf3
2335,7651,7651,6374,478.60207007293604,1.2658391099020099,353.158570875311,31.356352456330498,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,19.852185397489396,108.427121757261,0.343914836440203,1,run_17,run_17//output//rmfs//1.rmf3,344.191931607947,A,2,h1_run_17_7651.rmf3
2340,8517,8517,5426,478.61886897647,2.5757737956532996,354.086159853175,32.17266221433211,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,18.349700516212398,107.628484314509,0.347000651690297,1,run_3,run_3//output//rmfs//7.rmf3,347.245765029564,A,2,h1_run_3_8517.rmf3
2356,9941,9941,7552,478.67081796146203,2.44214624720143,350.819220027164,35.6875635105196,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.005346318846767,14.7399158822699,108.886620717643,0.34251713531295697,1,run_6,run_6//output//rmfs//4.rmf3,347.360098951289,A,2,h1_run_6_9941.rmf3
2361,8844,8844,5753,478.69098485833,2.37683701840275,358.109561072738,26.2851112221032,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,19.1814488635424,106.970259192855,0.349280346944517,1,run_3,run_3//output//rmfs//7.rmf3,345.182678479647,A,2,h1_run_3_8844.rmf3
2365,9170,9170,3849,478.703192713414,2.2734168685424,354.93427589002,30.5427504977054,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,22.168211631475398,108.139620423559,0.3451464778475539,1,run_40,run_40//output//rmfs//7.rmf3,346.161612422671,A,2,h1_run_40_9170.rmf3
2369,9072,9072,6691,478.71466097365,2.07124960368232,357.351714280931,31.4108362681925,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.32825933863983503,16.9000068267303,108.01669463564801,0.34548807909138596,1,run_6,run_6//output//rmfs//4.rmf3,349.24496931920896,A,2,h1_run_6_9072.rmf3
2371,9651,9651,7262,478.714871937741,1.76008359983231,350.959313004594,31.769494772847,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,17.3885867107612,107.757157692183,0.346392424966383,1,run_6,run_6//output//rmfs//4.rmf3,342.900060543677,A,2,h1_run_6_9651.rmf3
2372,9603,9603,8300,478.717350573308,1.3431143730082602,351.257559727091,31.998407073001104,-13.862943611198899,-13.862943611198899,-13.862943611198899,1.23248209472131,23.184160430953497,108.799909140982,0.34268771856864505,1,run_17,run_17//output//rmfs//1.rmf3,343.010250339504,A,2,h1_run_17_9603.rmf3
2375,9175,9175,7876,478.727326056996,1.3667695108443303,358.062216528257,27.392999587625297,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,19.942776148089198,107.226610440817,0.34810133466260607,1,run_17,run_17//output//rmfs//1.rmf3,345.23315479313,A,2,h1_run_17_9175.rmf3
2379,7936,7936,2785,478.736611243623,2.31405966703096,347.25049792084803,31.1109836568118,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,29.0726389629445,107.82120964596399,0.3462094596380819,1,run_40,run_40//output//rmfs//7.rmf3,339.08671041109403,A,2,h1_run_40_7936.rmf3
2390,8941,8941,6560,478.76531607324404,3.5239899685956697,346.11038750878305,34.2053987755652,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.018764330635828996,25.0604523064292,107.597495845202,0.346972642923478,1,run_6,run_6//output//rmfs//4.rmf3,342.250945419347,A,2,h1_run_6_8941.rmf3
2391,8700,8700,5609,478.770223104338,2.61630193990744,354.65307458431295,26.7597276502153,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.10773419499317098,20.6038291676269,108.504990611645,0.344003294954745,1,run_3,run_3//output//rmfs//7.rmf3,342.440273340839,A,2,h1_run_3_8700.rmf3
2393,9876,9876,471,478.772589404019,1.4800479434564702,356.018937279686,27.6586761940705,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,22.515865010558098,106.62647533009199,0.35019781612340695,1,run_48,run_48//output//rmfs//6.rmf3,343.568830583616,A,2,h1_run_48_9876.rmf3
2394,8662,8662,5571,478.773318463655,2.4649653032336296,343.99899907964,29.9891670871629,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,32.7818797286983,108.067677390498,0.34546613749819105,1,run_3,run_3//output//rmfs//7.rmf3,334.86430063643996,A,2,h1_run_3_8662.rmf3
2396,8639,8639,6258,478.781819637433,2.81217691987656,357.55876599656096,35.7198722798526,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.772669368769552,13.5676650974365,108.092708719111,0.345251907102271,1,run_6,run_6//output//rmfs//4.rmf3,354.50198436269403,A,2,h1_run_6_8639.rmf3
2398,9185,9185,6804,478.783468579151,1.3986905709343702,354.43532723436005,30.174785326173,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.20038332081478,19.6790506319485,108.304759144457,0.34447248649469003,1,run_6,run_6//output//rmfs//4.rmf3,344.419972297871,A,2,h1_run_6_9185.rmf3
2405,9854,9854,2144,478.80413053683,1.9257039667407398,361.41810522792997,28.567794093800696,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.123216164475055,21.6095366124511,104.99664949997299,0.35620205189957893,1,run_15,run_15//output//rmfs//0.rmf3,350.322772454875,A,2,h1_run_15_9854.rmf3
2406,9923,9923,7534,478.80477698170097,3.22438869002596,352.944421373016,34.3990716356969,-13.862943611198899,-13.862943611198899,-13.862943611198899,2.0135755096707704,17.8105134887414,108.808789514169,0.34281868081231603,1,run_6,run_6//output//rmfs//4.rmf3,348.979050865143,A,2,h1_run_6_9923.rmf3
2407,8905,8905,5814,478.806337992652,2.3957456032156403,347.696201903303,36.1960115937636,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.083768029405987,18.9767341188999,108.40106740385,0.34440091440797194,1,run_3,run_3//output//rmfs//7.rmf3,344.699128266685,A,2,h1_run_3_8905.rmf3
2410,8436,8436,3587,478.814698325635,1.80198012545282,359.855474874219,31.089792421156698,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,16.4891292998418,106.974251096226,0.3490042518142,1,run_19,run_19//output//rmfs//3.rmf3,351.15841658723195,A,2,h1_run_19_8436.rmf3
2413,8667,8667,1284,478.81691202194503,3.4195572428215097,350.182919890745,27.806593963759603,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.246128794593416,24.214194275672003,108.5982245159,0.343711036930435,1,run_31,run_31//output//rmfs//7.rmf3,339.820240263729,A,2,h1_run_31_8667.rmf3
2424,9801,9801,8498,478.838309196005,1.27534462722271,362.308463756795,28.4988887705721,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,21.507977073533397,106.19090585357901,0.35178488556125204,1,run_17,run_17//output//rmfs//1.rmf3,350.493866320993,A,2,h1_run_17_9801.rmf3
2426,8688,8688,5597,478.84901738131896,3.74822399181737,352.460352709214,29.5195613474789,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,24.2684188278062,108.126540047344,0.345307488554532,1,run_3,run_3//output//rmfs//7.rmf3,344.139307214914,A,2,h1_run_3_8688.rmf3
2427,9063,9063,3752,478.850196809815,2.54902939017095,349.905781697549,27.019771770208603,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,28.629738334839,108.78245643124201,0.342943261703605,1,run_40,run_40//output//rmfs//7.rmf3,337.885752024332,A,2,h1_run_40_9063.rmf3
2428,9590,9590,7201,478.850751872456,2.6070491617150098,345.403553058725,34.4103335520772,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,22.973584969700998,107.030108712342,0.34892523364026895,1,run_6,run_6//output//rmfs//4.rmf3,340.83210493892,A,2,h1_run_6_9590.rmf3
2432,9993,9993,7604,478.85738789743897,1.96235942516132,358.879316139173,33.8249794175681,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,15.8927483511517,106.504031750227,0.35080379979683696,1,run_6,run_6//output//rmfs//4.rmf3,353.07782414830496,A,2,h1_run_6_9993.rmf3
2434,8673,8673,3430,478.859489638577,2.6211645624930804,349.82270902383794,28.738853895535698,-13.862943611198899,-13.862943611198899,-13.862943611198899,1.78557880818615,21.9463608609259,108.80753952932301,0.342767454215993,1,run_40,run_40//output//rmfs//7.rmf3,339.59389664827006,A,2,h1_run_40_8673.rmf3
2439,9081,9081,6700,478.873092498711,2.10775512659529,358.145279808947,33.9796750206524,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,16.0333649305842,106.56716876931499,0.350496217883628,1,run_6,run_6//output//rmfs//4.rmf3,352.64387912259804,A,2,h1_run_6_9081.rmf3
2443,9894,9894,7505,478.882935189937,2.07468467182865,348.709226123762,36.345688414925796,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.013452286219203002,20.4581908350262,107.93456773219499,0.345819909193012,1,run_6,run_6//output//rmfs//4.rmf3,345.540768376919,A,2,h1_run_6_9894.rmf3
2445,9283,9283,2188,478.88366225671405,3.65408606739454,354.214775910553,31.510493823182802,-13.862943611198899,-13.862943611198899,-13.862943611198899,1.2633017238906898,19.00493365275,108.894678292166,0.34291638337504,1,run_42,run_42//output//rmfs//6.rmf3,347.79052496753303,A,2,h1_run_42_9283.rmf3
2446,9631,9631,7242,478.887097018419,2.11985314556468,351.474153655494,31.1325648853359,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,22.9618192476858,108.693676920471,0.343141511337076,1,run_6,run_6//output//rmfs//4.rmf3,343.137740852798,A,2,h1_run_6_9631.rmf3
2447,8967,8967,6586,478.887322425632,1.88359341017928,354.62361865485,36.4605040053944,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.5529910153339771,17.0139042021554,106.555941610327,0.35057933873507796,1,run_6,run_6//output//rmfs//4.rmf3,351.378885236827,A,2,h1_run_6_8967.rmf3
2456,9225,9225,4344,478.90055431796,1.28231679226323,347.08448724526903,34.7875148640023,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,27.0528952831489,108.01153464747499,0.345416946623388,1,run_19,run_19//output//rmfs//3.rmf3,341.565488067938,A,2,h1_run_19_9225.rmf3
2458,9926,9926,7537,478.90425305858804,3.5030403654823,353.990199391009,33.2931670528871,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.28649536232017203,19.5514439028522,107.559739330548,0.347093512462703,1,run_6,run_6//output//rmfs//4.rmf3,349.197575975782,A,2,h1_run_6_9926.rmf3
2459,9599,9599,8296,478.904282865482,1.2499616559589801,343.468452075438,30.951358537062397,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,30.203335881195997,108.75107910379499,0.342851355358053,1,run_17,run_17//output//rmfs//1.rmf3,334.080941434863,A,2,h1_run_17_9599.rmf3
2460,9642,9642,2909,478.911532790259,1.8340157786255902,347.823283340533,29.076810967143103,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.021834448437723,31.198726007908,108.51595548904699,0.344039347382541,1,run_37,run_37//output//rmfs//6.rmf3,337.145279252705,A,2,h1_run_37_9642.rmf3
2467,8974,8974,1419,478.933233607386,3.2853716875232797,344.17211632202697,30.5827656788683,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,27.2436939207755,108.320077484998,0.344653302207803,1,run_31,run_31//output//rmfs//7.rmf3,336.451422854822,A,2,h1_run_31_8974.rmf3
2470,9520,9520,4615,478.94227403808196,1.0584240703504,346.47121947431503,31.7383719177411,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.06644715360645599,26.6137188278133,106.32269817987499,0.351335363056004,1,run_19,run_19//output//rmfs//3.rmf3,337.67918462881,A,2,h1_run_19_9520.rmf3
2471,9083,9083,1992,478.942310069531,3.24463162190312,360.56459026390405,24.819015221645497,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.18356345794341897,21.3845418618951,108.490430058695,0.34436138467471694,1,run_42,run_42//output//rmfs//6.rmf3,347.03940627385595,A,2,h1_run_42_9083.rmf3
2473,7911,7911,2762,478.948927016744,2.3805104580911602,356.128227220018,30.480473981511803,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.014038212114788,21.4208407401459,107.990108368737,0.345615156817777,1,run_40,run_40//output//rmfs//7.rmf3,347.400380826025,A,2,h1_run_40_7911.rmf3
2476,9823,9823,1132,478.962878429495,2.3149487997415896,352.03813224164,30.4001502219978,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,21.007493327233103,108.678296142369,0.343656020561068,1,run_37,run_37//output//rmfs//7.rmf3,343.164400429782,A,2,h1_run_37_9823.rmf3
2480,9628,9628,7239,478.972387635702,2.03839495425657,356.491329015908,30.9849892416469,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,20.304413278968898,108.927263250108,0.342346584823687,1,run_6,run_6//output//rmfs//4.rmf3,347.925882378215,A,2,h1_run_6_9628.rmf3
2481,8972,8972,6591,478.974558581002,2.04844095488056,348.164745651033,34.92877580322261,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.054107280746796,26.4710989214709,105.384684248294,0.35472269927866495,1,run_6,run_6//output//rmfs//4.rmf3,343.553131575539,A,2,h1_run_6_8972.rmf3
2489,9933,9933,528,479.00265076834097,1.75472092626086,355.946673993311,29.6778732437358,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,20.0297807354772,106.675242236889,0.350105125836104,1,run_48,run_48//output//rmfs//6.rmf3,345.790437329711,A,2,h1_run_48_9933.rmf3
2490,8704,8704,3459,479.004158961054,2.32514919662218,358.106659117236,31.7534166159892,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,16.7991312953801,108.68215089993,0.3432022414617831,1,run_40,run_40//output//rmfs//7.rmf3,350.596394096251,A,2,h1_run_40_8704.rmf3
2495,9827,9827,422,479.01330263779704,1.92092417984076,345.514754505096,28.821397473984103,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,33.264734518067,108.146225842875,0.34488571700354903,1,run_48,run_48//output//rmfs//6.rmf3,334.668245325324,A,2,h1_run_48_9827.rmf3
2496,9561,9561,904,479.01371718877704,2.30867412567038,347.57764075155296,33.2611670533497,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,20.1887848500469,108.491264319115,0.344377736293211,1,run_37,run_37//output//rmfs//7.rmf3,341.558651096976,A,2,h1_run_37_9561.rmf3
2498,9935,9935,4978,479.02153054564303,1.20527724514341,346.73476338943,36.7844399101703,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,19.4230025108548,108.826302845212,0.342644219354866,1,run_19,run_19//output//rmfs//3.rmf3,343.135649711147,A,2,h1_run_19_9935.rmf3
2503,9099,9099,6718,479.03431104100304,2.58195390615222,352.240865104198,33.582398207077,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,19.9822957624977,106.95642981331301,0.349161534585871,1,run_6,run_6//output//rmfs//4.rmf3,346.81638638383,A,2,h1_run_6_9099.rmf3
2505,7352,7352,6081,479.04950968998804,1.20744730481428,352.624150811166,29.471969153704,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,27.643220816026897,107.307337663731,0.3477917577052069,1,run_17,run_17//output//rmfs//1.rmf3,341.714736436087,A,2,h1_run_17_7352.rmf3
2506,7654,7654,6377,479.053596371826,1.26159598292923,350.84206629365997,34.417323898049396,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.4624469772537261,22.9476626239015,108.826096771902,0.3425496094591551,1,run_17,run_17//output//rmfs//1.rmf3,344.932155341042,A,2,h1_run_17_7654.rmf3
2508,9858,9858,453,479.060000993581,1.56432870076713,351.377574262688,29.1934401581637,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.491582478046282,23.622788904703302,107.414701983778,0.34743534325682,1,run_48,run_48//output//rmfs//6.rmf3,340.54651228802203,A,2,h1_run_48_9858.rmf3
2510,8838,8838,5747,479.07436058897997,2.2285091221787403,351.609933122455,29.6308931682485,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,26.5230794488614,108.63971012169701,0.343569220184739,1,run_3,run_3//output//rmfs//7.rmf3,341.880504579286,A,2,h1_run_3_8838.rmf3
2511,9086,9086,6705,479.076267634197,1.98642380796374,352.919732301809,31.7371598222275,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,22.9821896816448,105.15069733751801,0.355542578975823,1,run_6,run_6//output//rmfs//4.rmf3,345.05448509840403,A,2,h1_run_6_9086.rmf3
2513,9397,9397,2302,479.077370862914,3.61843125063473,346.356540846075,33.062082730227296,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.167205799184979,24.6320316629353,108.933548880862,0.34284572858724294,1,run_42,run_42//output//rmfs//6.rmf3,341.44822399334,A,2,h1_run_42_9397.rmf3
2514,9173,9173,6082,479.087260491215,2.23348888154542,352.759934312225,28.448843354833603,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.547638364021165,24.3213619654807,108.55635197742501,0.34391351697995903,1,run_3,run_3//output//rmfs//7.rmf3,341.85343571500704,A,2,h1_run_3_9173.rmf3
2516,9894,9894,489,479.08955331304,2.1431960513307,349.201790145883,33.2075007249881,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,26.6628173717165,105.834103034535,0.35301821597701294,1,run_48,run_48//output//rmfs//6.rmf3,342.963656088605,A,2,h1_run_48_9894.rmf3
2519,9558,9558,4653,479.09481890696,1.18548349226145,355.515036721241,33.3399372754498,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.121282587003183,19.1463627141042,107.96227884523898,0.345577373854193,1,run_19,run_19//output//rmfs//3.rmf3,348.451626655356,A,2,h1_run_19_9558.rmf3
2526,8017,8017,2836,479.121312253403,3.31584297228167,359.771628520149,28.052364133334198,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.29807120697284994,18.0641994493513,108.293612898137,0.34465292566142103,1,run_40,run_40//output//rmfs//7.rmf3,349.551004792168,A,2,h1_run_40_8017.rmf3
2528,9681,9681,1977,479.12262952790604,1.2758436095440602,359.36252760776,32.5920339583777,-13.862943611198899,-13.862943611198899,-13.862943611198899,1.10141700406236,19.577930742455802,104.572884844961,0.357646069127426,1,run_15,run_15//output//rmfs//0.rmf3,351.64157434208505,A,2,h1_run_15_9681.rmf3
2532,8517,8517,3668,479.12995924627404,1.65279256499422,354.808207587201,36.1864378036147,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,17.4091216199738,107.785819791457,0.346176619918047,1,run_19,run_19//output//rmfs//3.rmf3,351.058607122213,A,2,h1_run_19_8517.rmf3
2538,9968,9968,5011,479.156271304162,1.43056949873734,356.501951146267,35.5320953322069,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,16.7225877222942,107.88859757060301,0.3458875946233089,1,run_19,run_19//output//rmfs//3.rmf3,351.875785143614,A,2,h1_run_19_9968.rmf3
2540,7056,7056,5787,479.163581948362,1.1889106084802,355.441693044729,32.2236468615177,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,20.0600550388611,108.35849567862199,0.34424626905914596,1,run_17,run_17//output//rmfs//1.rmf3,347.26541968112997,A,2,h1_run_17_7056.rmf3
2542,9812,9812,8509,479.166249708097,1.336872159878,354.504340271804,29.1203060233879,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.458766467655522,21.204563499632197,107.475303040219,0.347315775889958,1,run_17,run_17//output//rmfs//1.rmf3,343.372687621474,A,2,h1_run_17_9812.rmf3
2544,7074,7074,2043,479.167479160023,1.54494562050766,369.063684374414,29.050031744373698,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.224220592632534,12.528834676129902,105.54298260358601,0.354045215493462,1,run_33,run_33//output//rmfs//2.rmf3,358.06983090569804,A,2,h1_run_33_7074.rmf3
2545,9609,9609,4300,479.168394825743,1.5673624800511798,359.10038729447996,32.3260477790004,-13.862943611198899,-13.862943611198899,-13.862943611198899,1.58291321589238,15.519197379647501,108.57016602415399,0.34344942634001596,1,run_33,run_33//output//rmfs//2.rmf3,351.404966719935,A,2,h1_run_33_9609.rmf3
2549,8215,8215,5124,479.17856984122704,2.30077062079322,354.18794158342695,30.771461731437398,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,28.7844545159929,103.86504997931999,0.36025370181706196,1,run_3,run_3//output//rmfs//7.rmf3,345.67134310206103,A,2,h1_run_3_8215.rmf3
2550,9189,9189,4308,479.18230647398804,1.23720065895298,343.471567428078,36.58952871472339,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.114396332340612,29.6946715256498,108.794553438851,0.34269485003835404,1,run_19,run_19//output//rmfs//3.rmf3,339.709465968158,A,2,h1_run_19_9189.rmf3
2553,9441,9441,7052,479.189508186873,1.8593454386236,352.31744854012703,33.5436528724612,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,19.5417315239008,108.507821720089,0.3438349025202,1,run_6,run_6//output//rmfs//4.rmf3,346.131616017615,A,2,h1_run_6_9441.rmf3
2556,8950,8950,6569,479.208286936901,2.3787872447202703,352.77331948804,34.4235941436226,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.176037505242965,19.5591576902268,106.95044169309901,0.349213909524977,1,run_6,run_6//output//rmfs//4.rmf3,347.986870042787,A,2,h1_run_6_8950.rmf3
2558,8713,8713,6332,479.215977193556,2.04428953056776,349.68878263077994,33.3499070303265,-13.862943611198899,-13.862943611198899,-13.862943611198899,1.5972856384282499,24.978824867028898,105.959225692176,0.35265837882422296,1,run_6,run_6//output//rmfs//4.rmf3,343.494148358077,A,2,h1_run_6_8713.rmf3
2559,9816,9816,8513,479.219432003424,1.34105673548369,358.48657431707704,28.294663613580397,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.011247001534847,22.1629448515491,106.900728119191,0.349319864453132,1,run_17,run_17//output//rmfs//1.rmf3,346.53346383254404,A,2,h1_run_17_9816.rmf3
2563,8484,8484,3639,479.22890476407304,1.2599982671716201,368.86264544515603,25.8794522106847,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.014146368788838999,15.609410883928001,108.513703976383,0.343798347714791,1,run_5,run_5//output//rmfs//3.rmf3,354.413265089415,A,2,h1_run_5_8484.rmf3
2568,9106,9106,6725,479.24584247111295,2.69773347062666,353.07044648197603,33.932426254457305,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.668910487279333,20.3407433428088,106.297100658275,0.351457029184829,1,run_6,run_6//output//rmfs//4.rmf3,348.111775373463,A,2,h1_run_6_9106.rmf3
2570,8500,8500,1149,479.25207311823897,3.43240377666519,345.741331714206,31.870999635133,-13.862943611198899,-13.862943611198899,-13.862943611198899,1.02192060548175,24.496666738120002,108.420465125524,0.34431927545190805,1,run_31,run_31//output//rmfs//7.rmf3,339.455904292407,A,2,h1_run_31_8500.rmf3
2572,9005,9005,6624,479.253939929596,2.04898070290028,349.10534578438995,38.267447263245,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,19.856557172816398,104.22746479169399,0.35889267829634897,1,run_6,run_6//output//rmfs//4.rmf3,347.832942916938,A,2,h1_run_6_9005.rmf3
2580,9854,9854,7465,479.281852252397,2.27160124412672,348.84880469975303,38.039426451459796,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,17.6148439256557,107.034758374874,0.348953519494471,1,run_6,run_6//output//rmfs//4.rmf3,347.571001561743,A,2,h1_run_6_9854.rmf3
2585,9975,9975,5018,479.290305573317,1.3450001941391299,354.36286447063,36.1769396611296,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.22844995685335898,18.4240365298653,107.745033061423,0.34642249245282697,1,run_19,run_19//output//rmfs//3.rmf3,350.29597349230204,A,2,h1_run_19_9975.rmf3
2587,9049,9049,6668,479.292996576315,2.24467730616629,350.566506625803,37.4965340735243,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.37176752800650703,19.775900316383396,104.06648673882201,0.35939857357011795,1,run_6,run_6//output//rmfs//4.rmf3,348.718887171897,A,2,h1_run_6_9049.rmf3
2594,8327,8327,5236,479.317867629209,2.3909517993844505,348.87223578376296,31.3711300494024,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.34881824560637603,23.431473041035105,108.081724910399,0.34547396010194503,1,run_3,run_3//output//rmfs//7.rmf3,341.045486798953,A,2,h1_run_3_8327.rmf3
2598,9588,9588,7199,479.329039386546,2.11216122862548,347.194667976021,36.0495421814329,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,18.5777055072018,107.640822197663,0.346804965419714,1,run_6,run_6//output//rmfs//4.rmf3,343.767540552482,A,2,h1_run_6_9588.rmf3
2599,8727,8727,3482,479.329499512696,2.32718993096343,355.27186713927597,24.9254769885178,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,22.2758537547197,108.63014530978901,0.34342577355732395,1,run_40,run_40//output//rmfs//7.rmf3,340.93570322516,A,2,h1_run_40_8727.rmf3
2600,9267,9267,3960,479.33118545314795,1.1581429458829,350.371048295228,36.426996418173,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.01704446447893,19.126115279655302,107.106272777591,0.348549357482928,1,run_33,run_33//output//rmfs//2.rmf3,346.367356825687,A,2,h1_run_33_9267.rmf3
2608,8454,8454,1105,479.349987991859,3.27783460959515,351.012712336176,25.044581297494197,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.7402646845892221,29.0626147400914,107.92454513479,0.34602630144073604,1,run_31,run_31//output//rmfs//7.rmf3,337.746297409669,A,2,h1_run_31_8454.rmf3
2613,8892,8892,6511,479.35689960765,2.35060653829957,352.359720881736,37.9905895891868,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.27813797783942,15.6436483164324,107.189773264187,0.348417048820375,1,run_6,run_6//output//rmfs//4.rmf3,351.112086175625,A,2,h1_run_6_8892.rmf3
2614,9596,9596,8293,479.35951619995905,1.18480204198702,346.945015840883,33.9664669822185,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,22.884082744977498,108.673985943174,0.34310812921483197,1,run_17,run_17//output//rmfs//1.rmf3,340.507454031492,A,2,h1_run_17_9596.rmf3
2617,7207,7207,2764,479.36371603350096,1.29562270728205,363.12685747493,29.199061600521496,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,18.516905204594103,104.54129508770001,0.357640052817609,1,run_5,run_5//output//rmfs//3.rmf3,352.03271094913697,A,2,h1_run_5_7207.rmf3
2618,9171,9171,3850,479.36423230413806,2.34027093425569,353.445856500364,27.039047460657898,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.0,25.801734667676897,108.833583357509,0.34277340766904696,1,run_40,run_40//output//rmfs//7.rmf3,341.236344061681,A,2,h1_run_40_9171.rmf3
2620,6961,6961,2524,479.36797297142095,1.22918759052321,368.962545085948,25.0881068532895,-13.862943611198899,-13.862943611198899,-13.862943611198899,0.30200121296931,19.234033893225998,102.812369547522,0.36401822917698495,1,run_5,run_5//output//rmfs//3.rmf3,353.69100869616403,A,2,h1_run_5_6961.rmf3
